"Code","Date","Start","High","Low","End","Transaction"
000020.KS,20140522,5950.00,5970.00,5880.00,5940.00,62900
000020.KS,20140523,5910.00,5970.00,5890.00,5920.00,30400
000020.KS,20140526,5960.00,5990.00,5910.00,5910.00,23500
000020.KS,20140527,5980.00,5980.00,5810.00,5890.00,64100
000020.KS,20140528,5810.00,5890.00,5800.00,5860.00,43900
000020.KS,20140529,5890.00,5890.00,5770.00,5780.00,27100
000020.KS,20140530,5750.00,5800.00,5650.00,5780.00,81900
000020.KS,20140602,5780.00,5850.00,5700.00,5800.00,28200
000020.KS,20140603,5800.00,5830.00,5710.00,5790.00,38400
000020.KS,20140604,5790.00,5790.00,5790.00,5790.00,000
000020.KS,20140605,5750.00,5750.00,5620.00,5680.00,35000
000020.KS,20140606,5680.00,5680.00,5680.00,5680.00,000
000020.KS,20140609,5600.00,5750.00,5560.00,5670.00,29700
000020.KS,20140610,5680.00,5680.00,5600.00,5640.00,19800
000020.KS,20140611,5660.00,5670.00,5600.00,5640.00,23300
000020.KS,20140612,5640.00,5680.00,5580.00,5640.00,23800
000020.KS,20140613,5650.00,5650.00,5500.00,5630.00,37400
000020.KS,20140616,5540.00,5730.00,5540.00,5700.00,27400
000020.KS,20140617,5720.00,5750.00,5650.00,5730.00,19500
000020.KS,20140618,5730.00,5750.00,5650.00,5740.00,15500
000020.KS,20140619,5750.00,5760.00,5640.00,5640.00,14400
000020.KS,20140620,5660.00,5710.00,5530.00,5630.00,32600
000020.KS,20140623,5680.00,5900.00,5520.00,5650.00,47300
000020.KS,20140624,5590.00,5680.00,5500.00,5520.00,35100
000020.KS,20140625,5540.00,5590.00,5400.00,5550.00,48700
000020.KS,20140626,5470.00,5680.00,5470.00,5590.00,46900
000020.KS,20140627,5590.00,5600.00,5490.00,5560.00,13200
000020.KS,20140630,5580.00,5690.00,5510.00,5670.00,22100
000020.KS,20140701,5670.00,5670.00,5520.00,5650.00,22400
000020.KS,20140702,5650.00,5740.00,5620.00,5660.00,48000
000020.KS,20140703,5660.00,5700.00,5520.00,5630.00,29900
000020.KS,20140704,5620.00,5640.00,5500.00,5540.00,38500
000020.KS,20140707,5540.00,5540.00,5400.00,5480.00,40200
000020.KS,20140708,5470.00,5550.00,5430.00,5530.00,33800
000020.KS,20140709,5460.00,5530.00,5410.00,5530.00,32300
000020.KS,20140710,5510.00,5550.00,5440.00,5510.00,13700
000020.KS,20140711,5460.00,5550.00,5430.00,5470.00,20900
000020.KS,20140714,5460.00,5520.00,5400.00,5490.00,54900
000020.KS,20140715,5500.00,5760.00,5430.00,5630.00,43600
000020.KS,20140716,5670.00,5670.00,5520.00,5600.00,52500
000020.KS,20140717,5600.00,5600.00,5420.00,5490.00,50700
000020.KS,20140718,5470.00,5500.00,5410.00,5440.00,46300
000020.KS,20140721,5430.00,5510.00,5420.00,5470.00,27600
000020.KS,20140722,5490.00,5490.00,5350.00,5440.00,32500
000020.KS,20140723,5410.00,5470.00,5200.00,5220.00,160500
000020.KS,20140724,5210.00,5260.00,5190.00,5210.00,75700
000020.KS,20140725,5230.00,5230.00,5170.00,5200.00,78700
000020.KS,20140728,5220.00,5260.00,5200.00,5210.00,71700
000020.KS,20140729,5210.00,5240.00,5060.00,5060.00,166100
000020.KS,20140730,5080.00,5140.00,5020.00,5100.00,69600
000020.KS,20140731,5100.00,5130.00,4985.00,5100.00,53500
000020.KS,20140801,5050.00,5100.00,4985.00,5090.00,21700
000020.KS,20140804,5090.00,5140.00,5040.00,5080.00,50100
000020.KS,20140805,5050.00,5100.00,5020.00,5040.00,44200
000020.KS,20140806,5080.00,5080.00,4995.00,5000.00,48300
000020.KS,20140807,4990.00,5060.00,4925.00,5000.00,69600
000020.KS,20140808,4970.00,4980.00,4905.00,4920.00,40200
000020.KS,20140811,4955.00,5080.00,4930.00,5060.00,34200
000020.KS,20140812,5020.00,5110.00,5020.00,5100.00,84400
000020.KS,20140813,5070.00,5130.00,4985.00,5110.00,110300
000020.KS,20140814,5110.00,5140.00,5050.00,5110.00,39200
000020.KS,20140815,5110.00,5110.00,5110.00,5110.00,000
000020.KS,20140818,5170.00,5230.00,5100.00,5150.00,83600
000020.KS,20140819,5150.00,5170.00,5100.00,5150.00,94300
000020.KS,20140820,5150.00,5160.00,5080.00,5120.00,61900
000020.KS,20140821,5020.00,5090.00,4940.00,5000.00,168700
000020.KS,20140822,5000.00,5060.00,4975.00,5050.00,40800
000020.KS,20140825,5050.00,5080.00,4960.00,5040.00,45900
000020.KS,20140826,5030.00,5260.00,5000.00,5170.00,94500
000020.KS,20140827,5170.00,5210.00,5120.00,5170.00,55400
000020.KS,20140828,5160.00,5230.00,5100.00,5190.00,80100
000020.KS,20140829,5190.00,5200.00,5130.00,5170.00,37300
000020.KS,20140901,5160.00,5250.00,5140.00,5190.00,48900
000020.KS,20140902,5200.00,5300.00,5160.00,5300.00,60900
000020.KS,20140903,5300.00,5410.00,5230.00,5400.00,92500
000020.KS,20140904,5400.00,5420.00,5300.00,5340.00,98800
000020.KS,20140905,5340.00,5440.00,5320.00,5390.00,27700
000020.KS,20140908,5390.00,5390.00,5390.00,5390.00,000
000020.KS,20140909,5390.00,5390.00,5390.00,5390.00,000
000020.KS,20140910,5390.00,5390.00,5390.00,5390.00,000
000020.KS,20140911,5390.00,5900.00,5350.00,5600.00,621400
000020.KS,20140912,5670.00,5670.00,5500.00,5540.00,101700
000020.KS,20140915,5540.00,5570.00,5420.00,5520.00,59900
000020.KS,20140916,5520.00,5590.00,5460.00,5530.00,38500
000020.KS,20140917,5570.00,5570.00,5400.00,5490.00,85400
000020.KS,20140918,5520.00,5530.00,5440.00,5480.00,29400
000020.KS,20140919,5450.00,5520.00,5450.00,5460.00,43300
000020.KS,20140922,5520.00,5520.00,5430.00,5470.00,51500
000020.KS,20140923,5470.00,5520.00,5420.00,5450.00,27400
000020.KS,20140924,5420.00,5450.00,5350.00,5430.00,68300
000020.KS,20140925,5430.00,5530.00,5400.00,5490.00,119900
000020.KS,20140926,5460.00,5560.00,5440.00,5510.00,71100
000020.KS,20140929,5500.00,5530.00,5420.00,5450.00,65200
000020.KS,20140930,5450.00,5490.00,5340.00,5400.00,56400
000020.KS,20141001,5400.00,5420.00,5270.00,5320.00,120900
000020.KS,20141002,5310.00,5600.00,5150.00,5510.00,124400
000020.KS,20141003,5510.00,5510.00,5510.00,5510.00,000
000020.KS,20141006,5500.00,5590.00,5460.00,5500.00,46500
000020.KS,20141007,5460.00,5770.00,5460.00,5710.00,199900
000020.KS,20141008,5720.00,5800.00,5600.00,5800.00,87100
000020.KS,20141009,5800.00,5800.00,5800.00,5800.00,000
000020.KS,20141010,5790.00,5930.00,5700.00,5890.00,131900
000020.KS,20141013,5860.00,5860.00,5600.00,5600.00,151400
000020.KS,20141014,5600.00,5810.00,5600.00,5800.00,69400
000020.KS,20141015,5800.00,6040.00,5700.00,5990.00,162300
000020.KS,20141016,5990.00,6370.00,5910.00,6260.00,416000
000020.KS,20141017,6250.00,6380.00,6200.00,6280.00,242700
000020.KS,20141020,6310.00,6440.00,6170.00,6280.00,152400
000020.KS,20141021,6250.00,6330.00,6090.00,6330.00,163200
000020.KS,20141022,6370.00,6400.00,6290.00,6360.00,96900
000020.KS,20141023,6300.00,6370.00,6200.00,6280.00,106500
000020.KS,20141024,6230.00,6300.00,6060.00,6200.00,235900
000020.KS,20141027,6140.00,6560.00,6100.00,6500.00,318200
000020.KS,20141028,6500.00,6500.00,6330.00,6350.00,98200
000020.KS,20141029,6330.00,6370.00,6210.00,6220.00,105900
000020.KS,20141030,6190.00,6300.00,6100.00,6140.00,149500
000020.KS,20141031,6100.00,6140.00,6030.00,6100.00,58200
000020.KS,20141103,6100.00,6200.00,6010.00,6100.00,44400
000020.KS,20141104,6100.00,6150.00,5800.00,5830.00,181900
000020.KS,20141105,5790.00,5890.00,5780.00,5830.00,64000
000020.KS,20141106,5750.00,5920.00,5720.00,5800.00,72200
000020.KS,20141107,5750.00,5940.00,5720.00,5940.00,38800
000020.KS,20141110,5980.00,6020.00,5890.00,5920.00,42200
000020.KS,20141111,5930.00,6050.00,5830.00,5960.00,26100
000020.KS,20141112,5980.00,6080.00,5890.00,6060.00,53200
000020.KS,20141113,6060.00,6100.00,5990.00,6050.00,33200
000020.KS,20141114,6060.00,6070.00,5950.00,6000.00,38300
000020.KS,20141117,6000.00,6000.00,5740.00,5800.00,121300
000020.KS,20141118,5810.00,5870.00,5750.00,5780.00,65000
000020.KS,20141119,5840.00,5890.00,5800.00,5870.00,50900
000020.KS,20141120,5850.00,5920.00,5790.00,5850.00,109200
000020.KS,20141121,5850.00,5900.00,5780.00,5880.00,88500
000020.KS,20141124,5880.00,5890.00,5700.00,5820.00,80500
000020.KS,20141125,5820.00,5850.00,5790.00,5850.00,18500
000020.KS,20141126,5850.00,5960.00,5800.00,5950.00,31700
000020.KS,20141127,5950.00,5980.00,5840.00,5860.00,28500
000020.KS,20141128,5860.00,5870.00,5790.00,5790.00,42300
000020.KS,20141201,5840.00,6040.00,5820.00,5880.00,84400
000020.KS,20141202,5870.00,5870.00,5680.00,5820.00,85200
000020.KS,20141203,5770.00,5820.00,5700.00,5760.00,46400
000020.KS,20141204,5750.00,5790.00,5650.00,5660.00,52200
000020.KS,20141205,5660.00,5700.00,5590.00,5630.00,31600
000020.KS,20141208,5000.00,5400.00,5000.00,5110.00,672300
000020.KS,20141209,5130.00,5230.00,5090.00,5170.00,221800
000020.KS,20141210,5170.00,5270.00,5100.00,5180.00,50700
000020.KS,20141211,5180.00,5210.00,5140.00,5200.00,55400
000020.KS,20141212,5160.00,5470.00,5150.00,5450.00,101700
000020.KS,20141215,5350.00,5570.00,5350.00,5570.00,102100
000020.KS,20141216,5530.00,5540.00,5450.00,5490.00,41900
000020.KS,20141217,5510.00,5510.00,5390.00,5410.00,50500
000020.KS,20141218,5310.00,5410.00,5200.00,5280.00,50300
000020.KS,20141219,5280.00,5340.00,5160.00,5250.00,59700
000020.KS,20141222,5250.00,5280.00,5120.00,5190.00,35100
000020.KS,20141223,5190.00,5300.00,5190.00,5280.00,18400
000020.KS,20141224,5280.00,5430.00,5230.00,5420.00,24800
000020.KS,20141225,5420.00,5420.00,5420.00,5420.00,000
000020.KS,20141226,5420.00,5940.00,5420.00,5680.00,345800
000020.KS,20141229,5700.00,5730.00,5580.00,5680.00,76900
000020.KS,20141230,5640.00,5730.00,5500.00,5570.00,95300
000020.KS,20141231,5570.00,5570.00,5570.00,5570.00,000
000020.KS,20150101,5570.00,5570.00,5570.00,5570.00,000
000020.KS,20150102,5450.00,5570.00,5450.00,5530.00,48700
000020.KS,20150105,5430.00,5590.00,5400.00,5500.00,47200
000020.KS,20150106,5480.00,5570.00,5450.00,5470.00,49200
000020.KS,20150107,5470.00,5580.00,5400.00,5540.00,42500
000020.KS,20150108,5550.00,5600.00,5400.00,5500.00,65000
000020.KS,20150109,5550.00,5580.00,5490.00,5540.00,78600
000020.KS,20150112,5540.00,5660.00,5540.00,5560.00,42800
000020.KS,20150113,5560.00,5640.00,5550.00,5600.00,39500
000020.KS,20150114,5680.00,5790.00,5650.00,5720.00,83100
000020.KS,20150115,5730.00,5800.00,5630.00,5750.00,38500
000020.KS,20150116,5750.00,5750.00,5520.00,5640.00,57300
000020.KS,20150119,5680.00,5760.00,5640.00,5680.00,49500
000020.KS,20150120,5670.00,5710.00,5550.00,5600.00,51300
000020.KS,20150121,5590.00,5670.00,5550.00,5610.00,27000
000020.KS,20150122,5610.00,5610.00,5500.00,5550.00,77300
000020.KS,20150123,5550.00,5620.00,5540.00,5600.00,39200
000020.KS,20150126,5620.00,5670.00,5580.00,5610.00,24500
000020.KS,20150127,5610.00,5610.00,5520.00,5570.00,43200
000020.KS,20150128,5530.00,5570.00,5470.00,5550.00,58800
000020.KS,20150129,5500.00,5620.00,5500.00,5600.00,50000
000020.KS,20150130,5620.00,6300.00,5600.00,5980.00,646500
000020.KS,20150202,5980.00,6000.00,5810.00,5910.00,181000
000020.KS,20150203,5890.00,6050.00,5850.00,5930.00,88400
000020.KS,20150204,5950.00,5950.00,5850.00,5890.00,84700
000020.KS,20150205,5890.00,5970.00,5830.00,5890.00,62400
000020.KS,20150206,5920.00,6100.00,5860.00,5980.00,113300
000020.KS,20150209,5940.00,6050.00,5900.00,5940.00,125000
000020.KS,20150210,6000.00,6080.00,5860.00,5930.00,64400
000020.KS,20150211,5940.00,6010.00,5910.00,6010.00,65400
000020.KS,20150212,6010.00,6080.00,5950.00,6000.00,58300
000020.KS,20150213,6000.00,6040.00,5960.00,6000.00,46100
000020.KS,20150216,6020.00,6250.00,5990.00,6160.00,310200
000020.KS,20150217,6200.00,6210.00,5980.00,6080.00,208800
000020.KS,20150218,6080.00,6080.00,6080.00,6080.00,000
000020.KS,20150219,6080.00,6080.00,6080.00,6080.00,000
000020.KS,20150220,6080.00,6080.00,6080.00,6080.00,000
000020.KS,20150223,6090.00,6150.00,5990.00,6130.00,96700
000020.KS,20150224,6240.00,6340.00,6160.00,6300.00,180800
000020.KS,20150225,6350.00,6370.00,6230.00,6250.00,111800
000020.KS,20150226,6250.00,6310.00,6220.00,6270.00,102400
000020.KS,20150227,6270.00,6330.00,6190.00,6250.00,91400
000020.KS,20150302,6260.00,6320.00,6190.00,6240.00,85200
000020.KS,20150303,6240.00,6400.00,6170.00,6350.00,78600
000020.KS,20150304,6350.00,6400.00,6290.00,6300.00,56000
000020.KS,20150305,6300.00,6440.00,6300.00,6410.00,112900
000020.KS,20150306,6410.00,6600.00,6410.00,6510.00,161600
000020.KS,20150309,6500.00,6600.00,6450.00,6500.00,46200
000020.KS,20150310,6500.00,6580.00,6390.00,6470.00,106600
000020.KS,20150311,6390.00,6890.00,6390.00,6640.00,124300
000020.KS,20150312,6640.00,6740.00,6560.00,6720.00,114700
000020.KS,20150313,6720.00,6790.00,6630.00,6770.00,73600
000020.KS,20150316,6770.00,6930.00,6770.00,6900.00,145900
000020.KS,20150317,6910.00,6920.00,6830.00,6900.00,92400
000020.KS,20150318,6900.00,7090.00,6790.00,7040.00,158000
000020.KS,20150319,7090.00,7140.00,6970.00,7040.00,111600
000020.KS,20150320,7070.00,7350.00,7040.00,7250.00,421200
000020.KS,20150323,7330.00,7940.00,7280.00,7680.00,671900
000020.KS,20150324,7750.00,7810.00,7520.00,7770.00,232700
000020.KS,20150325,7770.00,7800.00,7580.00,7680.00,202800
000020.KS,20150326,7670.00,7920.00,7600.00,7790.00,266100
000020.KS,20150327,7670.00,7760.00,7400.00,7470.00,204200
000020.KS,20150330,7470.00,7550.00,7400.00,7500.00,138400
000020.KS,20150331,7540.00,7550.00,7450.00,7510.00,108000
000020.KS,20150401,7540.00,7820.00,7430.00,7670.00,296500
000020.KS,20150402,7770.00,7770.00,7560.00,7560.00,133300
000020.KS,20150403,7590.00,7650.00,7420.00,7520.00,88500
000020.KS,20150406,7490.00,7640.00,7490.00,7510.00,107700
000020.KS,20150407,7590.00,7590.00,7480.00,7540.00,92800
000020.KS,20150408,7540.00,7900.00,7510.00,7840.00,254000
000020.KS,20150409,7890.00,8890.00,7870.00,8620.00,1022600
000020.KS,20150410,8700.00,8750.00,8450.00,8680.00,295300
000020.KS,20150413,8700.00,9140.00,8600.00,8610.00,379800
000020.KS,20150414,8680.00,9090.00,8540.00,8910.00,346400
000020.KS,20150415,9000.00,9110.00,8800.00,9050.00,248600
000020.KS,20150416,9070.00,9070.00,8790.00,8930.00,194800
000020.KS,20150417,8840.00,8980.00,8790.00,8820.00,157500
000020.KS,20150420,8750.00,9010.00,8630.00,8900.00,225900
000020.KS,20150421,9000.00,9050.00,8790.00,8820.00,137500
000020.KS,20150422,8760.00,9050.00,8210.00,8750.00,278800
000020.KS,20150423,8750.00,8830.00,8370.00,8700.00,170300
000020.KS,20150424,8690.00,8780.00,8400.00,8580.00,126700
000020.KS,20150427,8620.00,8620.00,8490.00,8600.00,63400
000020.KS,20150428,8460.00,8740.00,8460.00,8630.00,85000
000020.KS,20150429,8550.00,8660.00,8380.00,8500.00,63400
000020.KS,20150430,8500.00,8540.00,8300.00,8330.00,47500
000020.KS,20150501,8330.00,8330.00,8330.00,8330.00,000
000020.KS,20150504,8350.00,8380.00,7800.00,8040.00,121400
000020.KS,20150505,8040.00,8040.00,8040.00,8040.00,000
000020.KS,20150506,7850.00,8000.00,7600.00,7850.00,202800
000020.KS,20150507,7700.00,7880.00,7540.00,7850.00,115300
000020.KS,20150508,7910.00,8180.00,7810.00,8170.00,126600
000020.KS,20150511,8170.00,8300.00,8170.00,8220.00,80900
000020.KS,20150512,8300.00,8400.00,8190.00,8300.00,93500
000020.KS,20150513,8340.00,8450.00,8280.00,8430.00,74900
000020.KS,20150514,8450.00,8490.00,8310.00,8470.00,63900
000020.KS,20150515,8500.00,8780.00,8420.00,8580.00,117400
000020.KS,20150518,8600.00,8700.00,8300.00,8470.00,132100
000020.KS,20150519,8430.00,8760.00,8430.00,8610.00,146100
000020.KS,20150520,8700.00,9900.00,8690.00,9890.00,1757300
000020.KS,20150521,10050.00,10650.00,9790.00,9850.00,1275700
000020.KS,20150522,9920.00,9950.00,9360.00,9360.00,659500
000020.KS,20150525,9360.00,9360.00,9360.00,9360.00,000
000020.KS,20150526,9400.00,9660.00,9250.00,9510.00,313800
000020.KS,20150527,9500.00,9510.00,9040.00,9130.00,285300
000020.KS,20150528,9230.00,9510.00,9160.00,9460.00,225900
000020.KS,20150529,9460.00,9580.00,9330.00,9370.00,193000
000020.KS,20150601,9510.00,9880.00,9260.00,9680.00,353800
000020.KS,20150602,9760.00,10800.00,9710.00,10400.00,1181300
000020.KS,20150603,10150.00,10400.00,9730.00,9870.00,571200
000020.KS,20150604,9870.00,9930.00,9370.00,9450.00,284300
000020.KS,20150605,9460.00,9700.00,9400.00,9490.00,171400
000020.KS,20150608,9390.00,9580.00,9190.00,9270.00,194400
000020.KS,20150609,9200.00,9490.00,9200.00,9350.00,110600
000020.KS,20150610,9500.00,9500.00,8950.00,9110.00,223800
000020.KS,20150611,9350.00,9360.00,9060.00,9280.00,117300
000020.KS,20150612,9280.00,9440.00,8880.00,8880.00,202200
000020.KS,20150615,8710.00,9190.00,8610.00,8950.00,168200
000020.KS,20150616,8910.00,9100.00,8790.00,8900.00,188700
000020.KS,20150617,8920.00,9140.00,8900.00,8980.00,117100
000020.KS,20150618,9080.00,9260.00,9010.00,9220.00,167200
000020.KS,20150619,9290.00,9360.00,9090.00,9140.00,93900
000020.KS,20150622,9240.00,9290.00,8970.00,9040.00,102400
000020.KS,20150623,9170.00,9260.00,8990.00,9240.00,138700
000020.KS,20150624,9260.00,9490.00,9200.00,9490.00,251400
000020.KS,20150625,9480.00,9870.00,9430.00,9740.00,352900
000020.KS,20150626,9830.00,10350.00,9350.00,9350.00,909000
000020.KS,20150629,9200.00,9380.00,8880.00,8880.00,365000
000020.KS,20150630,8900.00,9150.00,8670.00,9070.00,227500
000020.KS,20150701,9120.00,10200.00,9100.00,10000.00,830400
000020.KS,20150702,10150.00,10650.00,9710.00,9970.00,998500
000020.KS,20150703,10050.00,10950.00,9990.00,10750.00,2044800
000020.KS,20150706,10450.00,12000.00,10400.00,11200.00,2396800
000020.KS,20150707,11650.00,12250.00,9650.00,9820.00,2296700
000020.KS,20150708,9800.00,9890.00,9120.00,9260.00,877500
000020.KS,20150709,8890.00,9200.00,8590.00,9000.00,785200
000020.KS,20150710,9170.00,9540.00,8840.00,8910.00,560600
000020.KS,20150713,9010.00,9210.00,8900.00,9210.00,204600
000020.KS,20150714,9390.00,9490.00,9150.00,9300.00,310300
000020.KS,20150715,9270.00,9490.00,9200.00,9460.00,283600
000020.KS,20150716,9460.00,9600.00,9330.00,9510.00,224400
000020.KS,20150717,9480.00,9500.00,9100.00,9110.00,220800
000020.KS,20150720,9160.00,9330.00,9100.00,9240.00,169900
000020.KS,20150721,9250.00,9310.00,9050.00,9190.00,121600
000020.KS,20150722,9200.00,9200.00,8960.00,9060.00,280000
000020.KS,20150723,9020.00,9060.00,8900.00,9000.00,176700
000020.KS,20150724,9080.00,9260.00,8940.00,9220.00,155800
000020.KS,20150727,9210.00,9220.00,8790.00,8790.00,192400
000020.KS,20150728,8630.00,8690.00,8280.00,8610.00,164900
000020.KS,20150729,8750.00,8830.00,8320.00,8320.00,102400
000020.KS,20150730,8280.00,8400.00,7900.00,7970.00,186900
000020.KS,20150731,7970.00,8250.00,7830.00,8160.00,140700
000020.KS,20150803,8200.00,8310.00,8030.00,8070.00,83700
000020.KS,20150804,7990.00,8300.00,7980.00,8290.00,114500
000020.KS,20150805,8300.00,8550.00,8280.00,8540.00,86600
000020.KS,20150806,8540.00,8690.00,8490.00,8530.00,76400
000020.KS,20150807,8530.00,8700.00,8380.00,8530.00,44900
000020.KS,20150810,8600.00,8600.00,8320.00,8320.00,37300
000020.KS,20150811,8470.00,8470.00,7980.00,8380.00,100000
000020.KS,20150812,8230.00,8310.00,7830.00,7920.00,159800
000020.KS,20150813,7920.00,8250.00,7850.00,8100.00,64300
000020.KS,20150814,8100.00,8100.00,8100.00,8100.00,000
000020.KS,20150817,8120.00,8350.00,7960.00,7960.00,49700
000020.KS,20150818,7980.00,8070.00,7610.00,7710.00,142100
000020.KS,20150819,7700.00,7700.00,6950.00,7150.00,275600
000020.KS,20150820,7050.00,7220.00,6900.00,7050.00,160200
000020.KS,20150821,6730.00,7090.00,6600.00,6700.00,306100
000020.KS,20150824,6450.00,6900.00,6440.00,6590.00,148200
000020.KS,20150825,6600.00,7220.00,6550.00,6990.00,326600
000020.KS,20150826,6990.00,7150.00,6850.00,7100.00,116200
000020.KS,20150827,7150.00,7420.00,7100.00,7190.00,140100
000020.KS,20150828,7280.00,7310.00,7140.00,7240.00,123800
000020.KS,20150831,7230.00,7250.00,7050.00,7100.00,45300
000020.KS,20150901,7100.00,7240.00,7000.00,7000.00,161800
000020.KS,20150902,6910.00,7210.00,6870.00,7170.00,67800
000020.KS,20150903,7210.00,7250.00,7000.00,7010.00,83800
000020.KS,20150904,7010.00,7140.00,6800.00,6860.00,97600
000020.KS,20150907,6860.00,6920.00,6770.00,6790.00,74000
000020.KS,20150908,6860.00,6880.00,6480.00,6580.00,285900
000020.KS,20150909,6680.00,6920.00,6670.00,6880.00,192700
000020.KS,20150910,6810.00,6990.00,6800.00,6960.00,57700
000020.KS,20150911,7020.00,7150.00,6930.00,7070.00,93200
000020.KS,20150914,7100.00,7170.00,6950.00,6970.00,49900
000020.KS,20150915,6930.00,7110.00,6900.00,7080.00,25500
000020.KS,20150916,7080.00,7260.00,7080.00,7200.00,113800
000020.KS,20150917,7250.00,7330.00,7100.00,7160.00,33800
000020.KS,20150918,7200.00,7480.00,7200.00,7430.00,98700
000020.KS,20150921,7340.00,7390.00,7260.00,7270.00,48900
000020.KS,20150922,7290.00,7450.00,7220.00,7350.00,32700
000020.KS,20150923,7270.00,7320.00,7070.00,7120.00,87400
000020.KS,20150924,7090.00,7240.00,7080.00,7190.00,27500
000020.KS,20150925,7210.00,7210.00,7020.00,7170.00,37500
000020.KS,20150928,7210.00,7210.00,7020.00,7170.00,37500
000020.KS,20150929,7170.00,7170.00,7170.00,7170.00,000
000020.KS,20150930,7030.00,7160.00,6870.00,7020.00,92200
000020.KS,20151001,7020.00,7180.00,6970.00,7030.00,75900
000020.KS,20151002,7080.00,7110.00,6990.00,7040.00,32800
000020.KS,20151005,7100.00,7270.00,7090.00,7130.00,113400
000020.KS,20151006,7230.00,7360.00,7130.00,7240.00,70800
000020.KS,20151007,7240.00,7300.00,7060.00,7150.00,44500
000020.KS,20151008,7170.00,7250.00,6970.00,6990.00,92400
000020.KS,20151009,6990.00,6990.00,6990.00,6990.00,000
000020.KS,20151012,7060.00,7060.00,6820.00,6890.00,101800
000020.KS,20151013,6950.00,6950.00,6830.00,6890.00,50400
000020.KS,20151014,6840.00,6920.00,6700.00,6850.00,127500
000020.KS,20151015,6850.00,6920.00,6800.00,6900.00,67600
000020.KS,20151016,6960.00,6980.00,6870.00,6960.00,77000
000020.KS,20151019,6990.00,7020.00,6850.00,6940.00,61400
000020.KS,20151020,6950.00,7050.00,6850.00,7020.00,59900
000020.KS,20151021,7040.00,7040.00,6900.00,6900.00,53200
000020.KS,20151022,7000.00,7000.00,6850.00,6900.00,31800
000020.KS,20151023,6930.00,7070.00,6910.00,6980.00,53700
000020.KS,20151026,7040.00,7060.00,6970.00,7000.00,39300
000020.KS,20151027,7000.00,7080.00,6930.00,6990.00,87900
000020.KS,20151028,6990.00,7060.00,6940.00,7020.00,21600
000020.KS,20151029,7080.00,7080.00,6950.00,7030.00,53900
000020.KS,20151030,7030.00,7070.00,6870.00,6920.00,66100
000020.KS,20151102,6880.00,6930.00,6810.00,6850.00,19000
000020.KS,20151103,6880.00,6920.00,6780.00,6810.00,27100
000020.KS,20151104,6810.00,7110.00,6810.00,7040.00,77000
000020.KS,20151105,7150.00,7850.00,7070.00,7490.00,440200
000020.KS,20151106,7720.00,7950.00,7540.00,7610.00,301400
000020.KS,20151109,7610.00,8060.00,7310.00,8030.00,455100
000020.KS,20151110,8000.00,8110.00,7570.00,7590.00,343600
000020.KS,20151111,7530.00,8190.00,7510.00,8190.00,415400
000020.KS,20151112,8240.00,8480.00,8080.00,8410.00,409700
000020.KS,20151113,8200.00,8340.00,8050.00,8200.00,361800
000020.KS,20151116,7880.00,8140.00,7730.00,8030.00,536700
000020.KS,20151117,8110.00,8280.00,7980.00,8030.00,197200
000020.KS,20151118,8010.00,8100.00,7750.00,7760.00,206600
000020.KS,20151119,7780.00,7930.00,7740.00,7760.00,128800
000020.KS,20151120,7790.00,7860.00,7600.00,7840.00,114100
000020.KS,20151123,8060.00,9200.00,8020.00,8510.00,1447400
000020.KS,20151124,8510.00,8600.00,8120.00,8260.00,281800
000020.KS,20151125,8310.00,8360.00,8090.00,8220.00,200700
000020.KS,20151126,8150.00,8270.00,8070.00,8070.00,210200
000020.KS,20151127,8150.00,8150.00,7940.00,7940.00,160800
000020.KS,20151130,7910.00,7910.00,7740.00,7750.00,168800
000020.KS,20151201,7770.00,8200.00,7760.00,8180.00,295900
000020.KS,20151202,8220.00,8260.00,7900.00,7900.00,208400
000020.KS,20151203,7830.00,7850.00,7650.00,7740.00,164400
000020.KS,20151204,7610.00,7710.00,7560.00,7570.00,116100
000020.KS,20151207,7620.00,7700.00,7440.00,7650.00,180800
000020.KS,20151208,7640.00,7780.00,7410.00,7500.00,211400
000020.KS,20151209,7470.00,7680.00,7420.00,7440.00,83500
000020.KS,20151210,7470.00,7540.00,7230.00,7400.00,159200
000020.KS,20151211,7400.00,7410.00,7170.00,7200.00,139100
000020.KS,20151214,7160.00,7160.00,6900.00,6910.00,156600
000020.KS,20151215,6900.00,7500.00,6900.00,7210.00,125900
000020.KS,20151216,7300.00,7620.00,7210.00,7470.00,154500
000020.KS,20151217,7500.00,7560.00,7340.00,7440.00,133800
000020.KS,20151218,7370.00,7680.00,7300.00,7650.00,159000
000020.KS,20151221,7550.00,7650.00,7500.00,7500.00,78900
000020.KS,20151222,7550.00,7610.00,7420.00,7500.00,87100
000020.KS,20151223,7480.00,7570.00,7430.00,7440.00,77500
000020.KS,20151224,7530.00,7730.00,7440.00,7560.00,150900
000020.KS,20151225,7560.00,7560.00,7560.00,7560.00,000
000020.KS,20151228,7690.00,8120.00,7690.00,8000.00,453500
000020.KS,20151229,8140.00,8290.00,7950.00,8190.00,355300
000020.KS,20151230,8180.00,8180.00,8020.00,8140.00,166700
000020.KS,20151231,8140.00,8140.00,8140.00,8140.00,000
000020.KS,20160101,8140.00,8140.00,8140.00,8140.00,000
000020.KS,20160104,8130.00,8150.00,7920.00,8140.00,281400
000020.KS,20160105,8040.00,8250.00,8000.00,8190.00,243100
