"Code","Date","Start","High","Low","End","Transaction"
000020.KS,20040318,7430.00,7640.00,7310.00,7570.00,230000
000020.KS,20040319,7480.00,7640.00,7410.00,7640.00,169500
000020.KS,20040322,7640.00,7950.00,7610.00,7700.00,252000
000020.KS,20040323,7600.00,7700.00,7480.00,7570.00,113500
000020.KS,20040324,7510.00,7630.00,7400.00,7470.00,134500
000020.KS,20040325,7450.00,7540.00,7330.00,7340.00,63500
000020.KS,20040326,7440.00,7500.00,7340.00,7500.00,130000
000020.KS,20040329,7400.00,7540.00,7300.00,7420.00,132500
000020.KS,20040330,7180.00,7300.00,7030.00,7100.00,212000
000020.KS,20040331,7120.00,7120.00,6930.00,7040.00,107500
000020.KS,20040401,7000.00,7000.00,6910.00,6950.00,30500
000020.KS,20040402,6940.00,6970.00,6900.00,6960.00,73000
000020.KS,20040406,7100.00,7100.00,6970.00,6970.00,58000
000020.KS,20040407,7000.00,7040.00,6960.00,7030.00,29500
000020.KS,20040408,7030.00,7030.00,6920.00,6930.00,72000
000020.KS,20040409,7000.00,7080.00,6930.00,6960.00,42500
000020.KS,20040412,6950.00,7050.00,6910.00,6920.00,116500
000020.KS,20040413,6930.00,7000.00,6880.00,6890.00,85500
000020.KS,20040414,6880.00,6980.00,6880.00,6880.00,45000
000020.KS,20040416,6970.00,6970.00,6810.00,6870.00,24000
000020.KS,20040419,6870.00,6920.00,6800.00,6850.00,54500
000020.KS,20040420,6770.00,6880.00,6770.00,6840.00,47000
000020.KS,20040421,6800.00,6830.00,6800.00,6800.00,42000
000020.KS,20040422,6890.00,6920.00,6760.00,6800.00,37000
000020.KS,20040423,6950.00,6980.00,6870.00,6870.00,75500
000020.KS,20040426,6880.00,7250.00,6880.00,7190.00,211500
000020.KS,20040427,7240.00,7250.00,6960.00,7020.00,107000
000020.KS,20040428,7070.00,7070.00,6810.00,6820.00,93000
000020.KS,20040429,6700.00,6840.00,6670.00,6700.00,122500
000020.KS,20040430,6660.00,6750.00,6660.00,6700.00,61500
000020.KS,20040503,6700.00,6730.00,6630.00,6660.00,29500
000020.KS,20040504,6710.00,6790.00,6710.00,6720.00,20000
000020.KS,20040506,6680.00,6730.00,6630.00,6690.00,67500
000020.KS,20040507,6640.00,6700.00,6620.00,6670.00,54000
000020.KS,20040510,6650.00,6700.00,6350.00,6350.00,115000
000020.KS,20040511,6360.00,6450.00,6350.00,6420.00,32000
000020.KS,20040512,6600.00,6600.00,6400.00,6520.00,18000
000020.KS,20040513,6500.00,6590.00,6390.00,6390.00,37000
000020.KS,20040514,6450.00,6600.00,6360.00,6360.00,50500
000020.KS,20040517,6360.00,6520.00,6100.00,6240.00,40500
000020.KS,20040518,6010.00,6270.00,6010.00,6140.00,28000
000020.KS,20040519,6130.00,6290.00,6130.00,6220.00,53500
000020.KS,20040520,6130.00,6220.00,6100.00,6130.00,29000
000020.KS,20040521,6190.00,6330.00,6130.00,6280.00,22500
000020.KS,20040524,6370.00,6370.00,6190.00,6330.00,21500
000020.KS,20040525,6290.00,6340.00,6160.00,6340.00,27500
000020.KS,20040527,6380.00,7100.00,6380.00,7100.00,80000
000020.KS,20040528,6780.00,6850.00,6570.00,6730.00,28500
000020.KS,20040531,6750.00,6750.00,6540.00,6560.00,20000
000020.KS,20040601,6650.00,6690.00,6510.00,6690.00,10500
000020.KS,20040602,6730.00,6730.00,6510.00,6660.00,12000
000020.KS,20040603,6680.00,6740.00,6500.00,6510.00,79500
000020.KS,20040604,6520.00,6650.00,6250.00,6570.00,40000
000020.KS,20040607,6470.00,6610.00,6470.00,6600.00,40500
000020.KS,20040608,6530.00,6670.00,6530.00,6590.00,35000
000020.KS,20040609,6650.00,6810.00,6580.00,6660.00,88000
000020.KS,20040610,6690.00,6780.00,6610.00,6650.00,76500
000020.KS,20040611,6650.00,6720.00,6420.00,6620.00,31000
000020.KS,20040614,6420.00,6690.00,6420.00,6430.00,19000
000020.KS,20040615,6290.00,6570.00,6290.00,6360.00,25000
000020.KS,20040616,6400.00,6670.00,6390.00,6670.00,73500
000020.KS,20040617,6780.00,6880.00,6620.00,6880.00,74000
000020.KS,20040618,6900.00,7400.00,6750.00,6770.00,215000
000020.KS,20040621,6610.00,6900.00,6610.00,6750.00,15500
000020.KS,20040622,6800.00,6800.00,6580.00,6590.00,7000
000020.KS,20040623,6690.00,7300.00,6600.00,7000.00,105500
000020.KS,20040624,6900.00,7100.00,6900.00,7000.00,100000
000020.KS,20040625,7010.00,7240.00,6960.00,7100.00,158000
000020.KS,20040628,7110.00,7150.00,7030.00,7030.00,17000
000020.KS,20040629,7030.00,7030.00,6900.00,6920.00,10000
000020.KS,20040630,6900.00,7040.00,6850.00,6920.00,22500
000020.KS,20040701,6990.00,6990.00,6920.00,6920.00,10000
000020.KS,20040702,6900.00,6970.00,6850.00,6950.00,8000
000020.KS,20040705,6950.00,7100.00,6930.00,7080.00,40500
000020.KS,20040706,7020.00,7220.00,7020.00,7130.00,123000
000020.KS,20040707,7090.00,7240.00,7010.00,7010.00,144500
000020.KS,20040708,7010.00,7110.00,6920.00,6940.00,48500
000020.KS,20040709,6860.00,6950.00,6860.00,6900.00,44500
000020.KS,20040712,6830.00,6950.00,6830.00,6860.00,12000
000020.KS,20040713,6800.00,6940.00,6760.00,6790.00,31000
000020.KS,20040714,6900.00,7150.00,6710.00,7060.00,130000
000020.KS,20040715,7020.00,7150.00,6930.00,7000.00,41000
000020.KS,20040716,6800.00,7400.00,6800.00,7000.00,206500
000020.KS,20040719,6920.00,7000.00,6900.00,6900.00,56000
000020.KS,20040720,6900.00,6900.00,6760.00,6760.00,43500
000020.KS,20040721,6770.00,6850.00,6670.00,6700.00,60000
000020.KS,20040722,6670.00,6700.00,6600.00,6600.00,53500
000020.KS,20040723,6650.00,6930.00,6600.00,6660.00,365500
000020.KS,20040726,6900.00,7200.00,6820.00,7060.00,109500
000020.KS,20040727,6990.00,6990.00,6720.00,6730.00,22000
000020.KS,20040728,6750.00,7100.00,6750.00,6780.00,30500
000020.KS,20040729,6800.00,6800.00,6670.00,6670.00,40000
000020.KS,20040730,6680.00,6840.00,6680.00,6700.00,1500
000020.KS,20040802,6900.00,6900.00,6650.00,6690.00,29000
000020.KS,20040803,6680.00,6900.00,6620.00,6650.00,10500
000020.KS,20040804,6610.00,6790.00,6610.00,6720.00,9000
000020.KS,20040805,6640.00,6800.00,6640.00,6680.00,7000
000020.KS,20040806,6680.00,6750.00,6670.00,6670.00,9000
000020.KS,20040809,6660.00,6710.00,6650.00,6690.00,10500
000020.KS,20040810,6630.00,6800.00,6630.00,6700.00,39500
000020.KS,20040811,6710.00,6780.00,6680.00,6690.00,30000
000020.KS,20040812,6690.00,6780.00,6670.00,6700.00,14000
000020.KS,20040813,6660.00,6750.00,6660.00,6740.00,17500
000020.KS,20040816,6680.00,6800.00,6680.00,6780.00,11500
000020.KS,20040817,6850.00,6850.00,6750.00,6750.00,7500
000020.KS,20040818,6750.00,6790.00,6750.00,6770.00,5500
000020.KS,20040819,6610.00,6810.00,6610.00,6770.00,27000
000020.KS,20040820,6720.00,6830.00,6720.00,6770.00,12500
000020.KS,20040823,6840.00,6990.00,6840.00,6910.00,37500
000020.KS,20040824,6910.00,7000.00,6850.00,6950.00,64000
000020.KS,20040825,7150.00,7170.00,6910.00,6930.00,191500
000020.KS,20040826,7000.00,7000.00,6850.00,6930.00,35000
000020.KS,20040827,6910.00,6950.00,6860.00,6870.00,48000
000020.KS,20040830,6870.00,6900.00,6800.00,6870.00,31500
000020.KS,20040831,6850.00,6920.00,6820.00,6900.00,55000
000020.KS,20040901,6910.00,6980.00,6880.00,6930.00,48500
000020.KS,20040902,6920.00,7000.00,6890.00,6950.00,63000
000020.KS,20040903,6910.00,7080.00,6910.00,7050.00,71000
000020.KS,20040906,6990.00,7160.00,6990.00,7010.00,34000
000020.KS,20040907,7000.00,7000.00,6910.00,6980.00,26500
000020.KS,20040908,6880.00,7000.00,6880.00,6910.00,31000
000020.KS,20040909,6910.00,7000.00,6900.00,6990.00,7000
000020.KS,20040910,6940.00,7010.00,6900.00,7010.00,41000
000020.KS,20040913,7040.00,7040.00,6930.00,6930.00,36000
000020.KS,20040914,6940.00,7060.00,6940.00,6980.00,27000
000020.KS,20040915,6980.00,7090.00,6940.00,6960.00,44000
000020.KS,20040916,6950.00,7020.00,6940.00,7010.00,10000
000020.KS,20040917,7000.00,7060.00,6970.00,7000.00,19500
000020.KS,20040920,6920.00,7040.00,6920.00,6990.00,34500
000020.KS,20040921,6920.00,6990.00,6900.00,6970.00,45500
000020.KS,20040922,7000.00,7020.00,6920.00,6970.00,12500
000020.KS,20040923,6910.00,6940.00,6870.00,6940.00,23000
000020.KS,20040924,6900.00,6940.00,6900.00,6940.00,9000
000020.KS,20040930,6950.00,7270.00,6950.00,7140.00,55000
000020.KS,20041001,7140.00,7140.00,6990.00,7030.00,48500
000020.KS,20041004,7040.00,7130.00,7040.00,7040.00,66000
000020.KS,20041005,7040.00,7150.00,7040.00,7100.00,100500
000020.KS,20041006,7020.00,7140.00,7020.00,7090.00,40500
000020.KS,20041007,7070.00,7100.00,7010.00,7100.00,20500
000020.KS,20041008,7010.00,7250.00,7010.00,7130.00,151500
000020.KS,20041011,7110.00,7210.00,7100.00,7180.00,54000
000020.KS,20041012,7240.00,7240.00,7080.00,7190.00,62500
000020.KS,20041013,7110.00,7180.00,7100.00,7110.00,28500
000020.KS,20041014,7100.00,7100.00,7000.00,7060.00,29000
000020.KS,20041015,6980.00,7120.00,6980.00,7000.00,58000
000020.KS,20041018,6960.00,7050.00,6940.00,7050.00,17000
000020.KS,20041019,7090.00,7180.00,7040.00,7140.00,28000
000020.KS,20041020,7050.00,7110.00,7000.00,7080.00,45500
000020.KS,20041021,7010.00,7090.00,6990.00,7050.00,25500
000020.KS,20041022,7090.00,7170.00,7000.00,7150.00,51500
000020.KS,20041025,7150.00,7160.00,7000.00,7000.00,35500
000020.KS,20041026,7000.00,7090.00,6920.00,7040.00,38500
000020.KS,20041027,6960.00,7060.00,6950.00,7010.00,39500
000020.KS,20041028,6960.00,7120.00,6960.00,7120.00,41000
000020.KS,20041029,7030.00,7350.00,7030.00,7350.00,114000
000020.KS,20041101,7350.00,7560.00,7200.00,7540.00,173000
000020.KS,20041102,7540.00,7680.00,7470.00,7600.00,116000
000020.KS,20041103,7600.00,7610.00,7470.00,7540.00,39500
000020.KS,20041104,7450.00,7580.00,7400.00,7400.00,58500
000020.KS,20041105,7380.00,7590.00,7380.00,7570.00,71500
000020.KS,20041108,7460.00,7660.00,7460.00,7600.00,62500
000020.KS,20041109,7540.00,7630.00,7530.00,7620.00,44500
000020.KS,20041110,7660.00,7760.00,7550.00,7730.00,115500
000020.KS,20041111,7730.00,7790.00,7690.00,7750.00,52000
000020.KS,20041112,7800.00,7890.00,7700.00,7840.00,67500
000020.KS,20041115,7780.00,7900.00,7660.00,7750.00,61500
000020.KS,20041116,7700.00,7750.00,7510.00,7650.00,47500
000020.KS,20041117,7560.00,7730.00,7530.00,7700.00,54000
000020.KS,20041118,7610.00,7800.00,7530.00,7580.00,170000
000020.KS,20041119,7580.00,7620.00,7500.00,7530.00,48500
000020.KS,20041122,7550.00,7790.00,7500.00,7710.00,148500
000020.KS,20041123,7710.00,8130.00,7600.00,7990.00,216500
000020.KS,20041124,8020.00,8170.00,7910.00,8060.00,90000
000020.KS,20041125,8000.00,8240.00,8000.00,8200.00,90500
000020.KS,20041126,8190.00,8570.00,8160.00,8360.00,263000
000020.KS,20041129,8460.00,8950.00,8430.00,8810.00,480000
000020.KS,20041130,9020.00,9080.00,8680.00,8770.00,304500
000020.KS,20041201,8890.00,9160.00,8650.00,9100.00,444000
000020.KS,20041202,9130.00,9170.00,8730.00,9050.00,242500
000020.KS,20041203,9000.00,9000.00,8600.00,8780.00,187000
000020.KS,20041206,8800.00,9080.00,8620.00,8900.00,107000
000020.KS,20041207,8850.00,9000.00,8730.00,8930.00,127500
000020.KS,20041208,8700.00,9000.00,8670.00,8700.00,84000
000020.KS,20041209,8710.00,8800.00,8560.00,8700.00,71500
000020.KS,20041210,8620.00,8890.00,8570.00,8660.00,148000
000020.KS,20041213,8580.00,8750.00,8580.00,8690.00,77000
000020.KS,20041214,8690.00,8750.00,8520.00,8600.00,43500
000020.KS,20041215,8600.00,8600.00,8420.00,8420.00,76500
000020.KS,20041216,8370.00,8500.00,8200.00,8250.00,130500
000020.KS,20041217,8490.00,8950.00,8480.00,8650.00,323000
000020.KS,20041220,9020.00,9540.00,8800.00,9220.00,997000
000020.KS,20041221,9500.00,9500.00,8860.00,9040.00,371500
000020.KS,20041222,9050.00,9140.00,8770.00,8770.00,404500
000020.KS,20041223,8720.00,8900.00,8620.00,8620.00,278500
000020.KS,20041224,8620.00,8800.00,8490.00,8510.00,201500
000020.KS,20041227,8520.00,8520.00,8220.00,8220.00,232000
000020.KS,20041228,8220.00,8360.00,8150.00,8220.00,89000
000020.KS,20041229,8120.00,8350.00,8120.00,8330.00,97500
000020.KS,20041230,8400.00,8440.00,8210.00,8430.00,74000
000020.KS,20050103,8440.00,8800.00,8440.00,8650.00,119000
000020.KS,20050104,8780.00,8780.00,8610.00,8740.00,72000
000020.KS,20050105,8770.00,8930.00,8600.00,8900.00,172500
000020.KS,20050106,8900.00,8960.00,8710.00,8760.00,171000
000020.KS,20050107,8760.00,8950.00,8710.00,8840.00,104000
000020.KS,20050110,8840.00,9250.00,8730.00,9020.00,254000
000020.KS,20050111,9150.00,10350.00,9030.00,9750.00,1366500
000020.KS,20050112,9850.00,10250.00,9750.00,9960.00,469000
000020.KS,20050113,10000.00,10000.00,9700.00,9750.00,185000
000020.KS,20050114,9720.00,10100.00,9720.00,9990.00,313500
000020.KS,20050117,10000.00,10150.00,9800.00,9990.00,306000
000020.KS,20050118,9990.00,9990.00,9700.00,9740.00,188500
000020.KS,20050119,9820.00,9820.00,9450.00,9450.00,278500
000020.KS,20050120,9310.00,9550.00,9310.00,9490.00,160500
000020.KS,20050121,9470.00,9650.00,9470.00,9520.00,159500
000020.KS,20050124,9460.00,9650.00,9460.00,9510.00,110000
000020.KS,20050125,9550.00,9950.00,9550.00,9780.00,246500
000020.KS,20050126,9950.00,10450.00,9800.00,10200.00,850000
000020.KS,20050127,10350.00,10400.00,9980.00,10100.00,364500
000020.KS,20050128,10050.00,10350.00,10000.00,10150.00,367000
000020.KS,20050131,10150.00,10450.00,10150.00,10200.00,263000
000020.KS,20050201,10250.00,10250.00,9900.00,10050.00,149500
000020.KS,20050202,10200.00,10650.00,10000.00,10550.00,558500
000020.KS,20050203,10650.00,10850.00,10350.00,10450.00,299500
000020.KS,20050204,10400.00,10600.00,10300.00,10500.00,215500
000020.KS,20050207,10450.00,11100.00,10450.00,10850.00,413000
000020.KS,20050211,10700.00,11050.00,10500.00,11000.00,477000
000020.KS,20050214,11300.00,11650.00,11150.00,11150.00,648000
000020.KS,20050215,11300.00,11350.00,11000.00,11250.00,248500
000020.KS,20050216,11250.00,11750.00,11250.00,11550.00,447000
000020.KS,20050217,11900.00,12450.00,11750.00,12350.00,918500
000020.KS,20050218,12100.00,12550.00,11850.00,12550.00,459500
000020.KS,20050221,12300.00,14050.00,12300.00,13450.00,2746500
000020.KS,20050222,13700.00,14250.00,12800.00,13400.00,720000
000020.KS,20050223,13100.00,13800.00,12950.00,13150.00,383500
000020.KS,20050224,13450.00,13700.00,13200.00,13700.00,473000
000020.KS,20050225,14000.00,14000.00,12900.00,12900.00,450000
000020.KS,20050228,13200.00,13200.00,12500.00,12800.00,341500
000020.KS,20050302,12950.00,13450.00,12800.00,13000.00,300000
000020.KS,20050303,13000.00,13500.00,13000.00,13000.00,204000
000020.KS,20050304,13000.00,13750.00,12950.00,13400.00,386000
000020.KS,20050307,13800.00,14600.00,13250.00,13600.00,758500
000020.KS,20050308,13500.00,13850.00,12750.00,13000.00,519500
000020.KS,20050309,12900.00,13250.00,12850.00,13200.00,172500
000020.KS,20050310,13000.00,13300.00,12950.00,13100.00,156500
000020.KS,20050311,13150.00,13350.00,13050.00,13250.00,231000
000020.KS,20050314,13250.00,13650.00,13250.00,13500.00,172000
000020.KS,20050315,13600.00,13900.00,13250.00,13300.00,223000
000020.KS,20050316,13200.00,13300.00,12600.00,13300.00,238500
000020.KS,20050317,13000.00,13200.00,12550.00,12600.00,202000
000020.KS,20050318,12700.00,12700.00,11900.00,12000.00,458000
000020.KS,20050321,11900.00,12000.00,11500.00,12000.00,211500
000020.KS,20050322,11800.00,12200.00,11800.00,12050.00,70000
000020.KS,20050323,11900.00,12100.00,11500.00,11500.00,283000
000020.KS,20050324,11550.00,11950.00,11350.00,11550.00,239000
000020.KS,20050325,11650.00,11950.00,11500.00,11900.00,133500
000020.KS,20050328,12150.00,12500.00,12100.00,12400.00,230500
000020.KS,20050329,12500.00,12550.00,12200.00,12350.00,213500
000020.KS,20050330,12050.00,12050.00,11350.00,11850.00,91000
000020.KS,20050331,11700.00,11950.00,11700.00,11700.00,53500
000020.KS,20050401,11600.00,11700.00,11450.00,11500.00,149500
000020.KS,20050404,11400.00,11600.00,11150.00,11250.00,119000
000020.KS,20050406,11450.00,11800.00,11300.00,11700.00,189500
000020.KS,20050407,11600.00,11850.00,11450.00,11550.00,86500
000020.KS,20050408,11600.00,11850.00,11600.00,11800.00,102000
000020.KS,20050411,11700.00,11950.00,11650.00,11650.00,61000
000020.KS,20050412,11850.00,11850.00,11450.00,11550.00,76500
000020.KS,20050413,11550.00,11600.00,11450.00,11450.00,106500
000020.KS,20050414,11350.00,11650.00,11350.00,11450.00,54500
000020.KS,20050415,11250.00,11450.00,11150.00,11150.00,87500
000020.KS,20050418,11000.00,11100.00,10050.00,10400.00,150000
000020.KS,20050419,10500.00,11200.00,10500.00,11200.00,179500
000020.KS,20050420,11050.00,11400.00,10750.00,11000.00,70000
000020.KS,20050421,10600.00,11250.00,10600.00,11200.00,69000
000020.KS,20050422,11350.00,11350.00,11000.00,11100.00,37000
000020.KS,20050425,10800.00,11200.00,10800.00,10950.00,30500
000020.KS,20050426,10800.00,11200.00,10750.00,10950.00,105000
000020.KS,20050427,10750.00,11500.00,10650.00,11250.00,158000
000020.KS,20050428,11200.00,11450.00,10950.00,11050.00,63000
000020.KS,20050429,10550.00,10950.00,10550.00,10900.00,76000
000020.KS,20050502,10900.00,11300.00,10750.00,11200.00,359000
000020.KS,20050503,11450.00,12150.00,11400.00,11700.00,754000
000020.KS,20050504,13450.00,13450.00,13450.00,13450.00,2128500
000020.KS,20050506,15000.00,15400.00,13600.00,13850.00,4924500
000020.KS,20050509,14200.00,14550.00,13600.00,14400.00,2221000
000020.KS,20050510,14300.00,14650.00,13600.00,13700.00,1888000
000020.KS,20050511,13600.00,13700.00,12700.00,12800.00,1081000
000020.KS,20050512,12800.00,13200.00,12650.00,12850.00,985000
000020.KS,20050513,12850.00,13000.00,12250.00,12400.00,914500
000020.KS,20050516,12600.00,12600.00,12150.00,12450.00,665500
000020.KS,20050517,12550.00,12950.00,12350.00,12350.00,965000
000020.KS,20050518,12500.00,12900.00,12400.00,12850.00,884000
000020.KS,20050519,12950.00,13050.00,12500.00,12500.00,761500
000020.KS,20050520,12500.00,12750.00,12350.00,12600.00,500000
000020.KS,20050523,12600.00,13400.00,12600.00,13250.00,987500
000020.KS,20050524,13400.00,13400.00,12850.00,12850.00,386000
000020.KS,20050525,12850.00,12900.00,12500.00,12550.00,399500
000020.KS,20050526,12600.00,13500.00,12600.00,13100.00,1340500
000020.KS,20050527,13350.00,13400.00,12900.00,13250.00,528500
000020.KS,20050530,13300.00,13750.00,13250.00,13450.00,633000
000020.KS,20050531,13400.00,13900.00,13250.00,13800.00,369500
000020.KS,20050601,13650.00,13850.00,13650.00,13700.00,220500
000020.KS,20050602,13700.00,14150.00,13700.00,13850.00,395500
000020.KS,20050603,14000.00,15300.00,13950.00,14800.00,1203500
000020.KS,20050607,14850.00,15200.00,14500.00,14800.00,467000
000020.KS,20050608,15050.00,15050.00,14200.00,14500.00,448500
000020.KS,20050609,14300.00,15150.00,14300.00,14500.00,445500
000020.KS,20050610,14650.00,14650.00,14000.00,14050.00,410500
000020.KS,20050613,14000.00,14400.00,14000.00,14300.00,265500
000020.KS,20050614,14200.00,14750.00,14200.00,14350.00,238000
000020.KS,20050615,14450.00,15400.00,14450.00,14950.00,557500
000020.KS,20050616,14900.00,15000.00,14700.00,14750.00,148500
000020.KS,20050617,15000.00,15150.00,14600.00,14600.00,182000
000020.KS,20050620,14600.00,14600.00,14150.00,14150.00,197500
000020.KS,20050621,14100.00,14400.00,14100.00,14200.00,230000
000020.KS,20050622,14350.00,15300.00,14300.00,15100.00,479500
000020.KS,20050623,15400.00,16700.00,15300.00,16200.00,818500
000020.KS,20050624,16300.00,18600.00,15900.00,18500.00,1994000
000020.KS,20050627,18600.00,19000.00,18250.00,18950.00,922500
000020.KS,20050628,19100.00,19100.00,17950.00,18500.00,670000
000020.KS,20050629,18850.00,19650.00,18200.00,18950.00,1093000
000020.KS,20050630,19800.00,19900.00,18200.00,18450.00,1435500
000020.KS,20050701,18700.00,18700.00,17100.00,17700.00,1706500
000020.KS,20050704,18300.00,18350.00,17300.00,18150.00,2116000
000020.KS,20050705,19050.00,20000.00,18150.00,18900.00,2492000
000020.KS,20050706,18550.00,18750.00,17550.00,17750.00,1080000
000020.KS,20050707,17550.00,17900.00,17300.00,17350.00,689500
000020.KS,20050708,17250.00,17700.00,16700.00,16900.00,574500
000020.KS,20050711,17050.00,17550.00,16950.00,17300.00,451500
000020.KS,20050712,17300.00,17850.00,17200.00,17650.00,432500
000020.KS,20050713,17400.00,17700.00,17100.00,17400.00,388500
000020.KS,20050714,17350.00,17650.00,17000.00,17000.00,482000
000020.KS,20050715,17000.00,17500.00,17000.00,17500.00,288000
000020.KS,20050718,17800.00,17900.00,17000.00,17150.00,415500
000020.KS,20050719,17100.00,17200.00,16600.00,16700.00,427000
000020.KS,20050720,16900.00,17100.00,16000.00,16150.00,495500
000020.KS,20050721,16250.00,16650.00,16150.00,16250.00,217000
000020.KS,20050722,15750.00,16300.00,15650.00,16200.00,240000
000020.KS,20050725,16000.00,16600.00,16000.00,16150.00,337000
000020.KS,20050726,16150.00,16400.00,16050.00,16050.00,140500
000020.KS,20050727,16100.00,16500.00,16100.00,16400.00,224000
000020.KS,20050728,16500.00,16800.00,16150.00,16600.00,368000
000020.KS,20050729,16600.00,16700.00,16250.00,16300.00,166000
000020.KS,20050801,16350.00,16500.00,15850.00,15900.00,169500
000020.KS,20050802,15750.00,16000.00,15700.00,15850.00,188000
000020.KS,20050803,15800.00,16000.00,15600.00,15750.00,218000
000020.KS,20050804,15700.00,16000.00,15600.00,15650.00,252500
000020.KS,20050805,15400.00,15800.00,14950.00,15150.00,427500
000020.KS,20050808,14950.00,15300.00,14800.00,14800.00,126000
000020.KS,20050809,14800.00,15700.00,14800.00,15500.00,518000
000020.KS,20050810,15450.00,15650.00,15200.00,15550.00,299500
000020.KS,20050811,15700.00,15700.00,15250.00,15350.00,418500
000020.KS,20050812,15500.00,15800.00,15200.00,15750.00,352500
000020.KS,20050816,15900.00,16700.00,15850.00,16600.00,713000
000020.KS,20050817,16500.00,16850.00,16100.00,16700.00,557000
000020.KS,20050818,16800.00,17150.00,16350.00,16350.00,726000
000020.KS,20050819,16400.00,16500.00,15400.00,15550.00,544000
000020.KS,20050822,15600.00,15800.00,15400.00,15750.00,504000
000020.KS,20050823,15850.00,15900.00,15500.00,15550.00,311000
000020.KS,20050824,15400.00,15550.00,15200.00,15450.00,261500
000020.KS,20050825,15250.00,15800.00,15250.00,15650.00,354000
000020.KS,20050826,15800.00,16100.00,15650.00,15800.00,441500
000020.KS,20050829,15800.00,15800.00,15000.00,15250.00,272500
000020.KS,20050830,15300.00,15450.00,14700.00,14950.00,298000
000020.KS,20050831,14750.00,15100.00,14750.00,14950.00,170500
000020.KS,20050901,15000.00,15300.00,15000.00,15200.00,116000
000020.KS,20050902,15200.00,15550.00,15150.00,15550.00,137000
000020.KS,20050905,15700.00,16300.00,15550.00,16250.00,448000
000020.KS,20050906,16450.00,16550.00,16000.00,16200.00,302500
000020.KS,20050907,16200.00,17000.00,16100.00,16900.00,560000
000020.KS,20050908,16900.00,17000.00,16500.00,16750.00,384000
000020.KS,20050909,16700.00,16850.00,16300.00,16600.00,288500
000020.KS,20050912,16700.00,17300.00,16600.00,17050.00,584500
000020.KS,20050913,17300.00,17600.00,15650.00,16000.00,950500
000020.KS,20050914,16050.00,16450.00,15900.00,16200.00,526500
000020.KS,20050915,16150.00,16450.00,16000.00,16200.00,302500
000020.KS,20050916,16350.00,17400.00,16350.00,17250.00,701500
000020.KS,20050920,17950.00,18000.00,17400.00,17650.00,564000
000020.KS,20050921,17700.00,18450.00,17300.00,18450.00,771500
000020.KS,20050922,18600.00,19250.00,18150.00,18500.00,981500
000020.KS,20050923,18700.00,18750.00,17500.00,17500.00,741500
000020.KS,20050926,17500.00,18050.00,17500.00,17750.00,442500
000020.KS,20050927,18050.00,18450.00,17900.00,18000.00,625500
000020.KS,20050928,18100.00,18500.00,17900.00,18200.00,429500
000020.KS,20050929,18300.00,18500.00,17450.00,17700.00,626500
000020.KS,20050930,17750.00,17800.00,17300.00,17400.00,625000
000020.KS,20051004,17650.00,19800.00,17650.00,19300.00,1509500
000020.KS,20051005,19050.00,20250.00,19050.00,19400.00,793000
000020.KS,20051006,19000.00,19500.00,18600.00,19300.00,641000
000020.KS,20051007,20200.00,21800.00,20050.00,20550.00,2266000
000020.KS,20051010,21400.00,23600.00,20800.00,23600.00,2918000
000020.KS,20051011,24000.00,25000.00,22750.00,24000.00,3516500
000020.KS,20051012,24500.00,24600.00,22550.00,22800.00,1680000
000020.KS,20051013,23000.00,24500.00,22250.00,24100.00,2465000
000020.KS,20051014,24150.00,25300.00,23200.00,23200.00,2140000
000020.KS,20051017,23300.00,23400.00,20600.00,21200.00,1409000
000020.KS,20051018,21300.00,21600.00,20600.00,21450.00,1030500
000020.KS,20051019,21100.00,21200.00,19300.00,19500.00,1151000
000020.KS,20051020,20000.00,20200.00,18900.00,18900.00,779000
000020.KS,20051021,18450.00,20200.00,18450.00,19650.00,699500
000020.KS,20051024,19450.00,20400.00,19450.00,20250.00,631000
000020.KS,20051025,20650.00,20650.00,19700.00,19700.00,442500
000020.KS,20051026,19700.00,20200.00,19500.00,19900.00,269500
000020.KS,20051027,20000.00,21600.00,19700.00,21000.00,838500
000020.KS,20051028,20950.00,21150.00,20250.00,20650.00,445500
000020.KS,20051031,20850.00,21200.00,20000.00,20000.00,405000
000020.KS,20051101,19650.00,20600.00,19650.00,20050.00,543000
000020.KS,20051102,20400.00,21450.00,20300.00,21450.00,701500
000020.KS,20051103,21800.00,21900.00,20800.00,21250.00,595500
000020.KS,20051104,21450.00,21900.00,20900.00,21200.00,429000
000020.KS,20051107,21500.00,22400.00,21100.00,21800.00,556000
000020.KS,20051108,22000.00,22350.00,21500.00,21600.00,439000
000020.KS,20051109,21550.00,22150.00,21400.00,21650.00,589500
000020.KS,20051110,21650.00,22000.00,21600.00,22000.00,473500
000020.KS,20051111,22200.00,22450.00,21300.00,21600.00,560500
000020.KS,20051114,21500.00,21600.00,21050.00,21100.00,324500
000020.KS,20051115,21000.00,21300.00,20800.00,20950.00,270500
000020.KS,20051116,20900.00,21900.00,20900.00,21600.00,370000
000020.KS,20051117,21500.00,21850.00,21100.00,21400.00,314500
000020.KS,20051118,21400.00,21750.00,21100.00,21650.00,384500
000020.KS,20051121,22050.00,22900.00,22050.00,22400.00,876500
000020.KS,20051122,22700.00,22800.00,22000.00,22500.00,555500
000020.KS,20051123,23000.00,24300.00,22700.00,23700.00,1256500
